model,pipeline_variant,cross_encoder_model,cases,hit@1,hit@10,hit@20,hit@30,hit@50,mrr,map@10,ndcg@10,recall@10,avg_expected_score,hit@1_ci_low,hit@1_ci_high,hit@10_ci_low,hit@10_ci_high,mrr@10_ci_low,mrr@10_ci_high,ndcg@10_ci_low,ndcg@10_ci_high
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-04,baseline,-,279,0.663082,0.924731,0.949821,0.956989,0.964158,0.745362,0.634525,0.713097,0.830688,0.624268,0.609319,0.724014,0.894176,0.951703,0.700393,0.789727,0.677141,0.754285
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-04,reranked,BAAI/bge-reranker-v2-m3,279,0.247312,0.820789,0.906810,0.956989,0.964158,0.429749,0.327402,0.434672,0.630637,0.543985,0.200717,0.293907,0.781362,0.874552,0.386242,0.474463,0.396824,0.473565
